twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,columnTiling,rowTiling,Threads,ArnrMaxFrames,ArnrStrength,Performance-
0,1,0,0,1,0,0,0,0,1,0,8,5,0,53529.0
0,1,0,0,1,0,0,0,0,1,0,1,15,0,87212.2
0,1,0,0,1,0,0,0,0,1,0,2,15,0,53727.8
0,1,0,0,1,0,0,0,0,1,0,4,15,0,53685.6
0,1,0,0,1,0,0,0,0,1,0,8,15,0,53537.0
0,1,0,0,1,0,0,0,0,1,0,1,0,3,86947.8
0,1,0,0,1,0,0,0,0,1,0,2,0,3,53718.0
0,1,0,0,1,0,0,0,0,1,0,4,0,3,53616.0
0,1,0,0,1,0,0,0,0,1,0,8,0,3,53443.2
0,1,0,0,1,0,0,0,0,1,0,1,5,3,87377.2
0,1,0,0,1,0,0,0,0,1,0,2,5,3,53721.2
0,1,0,0,1,0,0,0,0,1,0,4,5,3,53654.8
0,1,0,0,1,0,0,0,0,1,0,8,5,3,53472.8
0,1,0,0,1,0,0,0,0,1,0,1,15,3,87246.2
0,1,0,0,1,0,0,0,0,1,0,2,15,3,53576.8
0,1,0,0,1,0,0,0,0,1,0,4,15,3,53508.8
0,1,0,0,1,0,0,0,0,1,0,8,15,3,53374.2
0,1,0,0,1,0,0,0,0,1,0,1,0,6,87452.4
0,1,0,0,1,0,0,0,0,1,0,2,0,6,53502.4
0,1,0,0,1,0,0,0,0,1,0,4,0,6,53433.0
0,1,0,0,1,0,0,0,0,1,0,8,0,6,53416.4
0,1,0,0,1,0,0,0,0,1,0,1,5,6,87238.4
0,1,0,0,1,0,0,0,0,1,0,2,5,6,53512.2
0,1,0,0,1,0,0,0,0,1,0,4,5,6,53511.6
0,1,0,0,1,0,0,0,0,1,0,8,5,6,53260.6
0,1,0,0,1,0,0,0,0,1,0,1,15,6,87201.4
0,1,0,0,1,0,0,0,0,1,0,2,15,6,53426.4
0,1,0,0,1,0,0,0,0,1,0,4,15,6,53607.6
0,1,0,0,1,0,0,0,0,1,0,8,15,6,53593.0
0,1,0,0,1,0,0,0,0,1,1,1,0,0,86178.0
0,1,0,0,1,0,0,0,0,1,1,2,0,0,53731.8
0,1,0,0,1,0,0,0,0,1,1,4,0,0,53410.0
0,1,0,0,1,0,0,0,0,1,1,8,0,0,53489.2
0,1,0,0,1,0,0,0,0,1,1,1,5,0,86300.6
0,1,0,0,1,0,0,0,0,1,1,2,5,0,53688.8
0,1,0,0,1,0,0,0,0,1,1,4,5,0,53482.0
0,1,0,0,1,0,0,0,0,1,1,8,5,0,53500.8
0,1,0,0,1,0,0,0,0,1,1,1,15,0,86313.0
0,1,0,0,1,0,0,0,0,1,1,2,15,0,53847.8
0,1,0,0,1,0,0,0,0,1,1,4,15,0,53384.0
0,1,0,0,1,0,0,0,0,1,1,8,15,0,53498.2
0,1,0,0,1,0,0,0,0,1,1,1,0,3,86188.8
0,1,0,0,1,0,0,0,0,1,1,2,0,3,53903.4
0,1,0,0,1,0,0,0,0,1,1,4,0,3,53560.4
0,1,0,0,1,0,0,0,0,1,1,8,0,3,53514.0
0,1,0,0,1,0,0,0,0,1,1,1,5,3,86339.6
0,1,0,0,1,0,0,0,0,1,1,2,5,3,53901.4
0,1,0,0,1,0,0,0,0,1,1,4,5,3,53671.2
0,1,0,0,1,0,0,0,0,1,1,8,5,3,53334.6
0,1,0,0,1,0,0,0,0,1,1,1,15,3,86534.2
0,1,0,0,1,0,0,0,0,1,1,2,15,3,53678.2
0,1,0,0,1,0,0,0,0,1,1,4,15,3,53393.4
0,1,0,0,1,0,0,0,0,1,1,8,15,3,53748.8
0,1,0,0,1,0,0,0,0,1,1,1,0,6,86409.4
0,1,0,0,1,0,0,0,0,1,1,2,0,6,53586.4
0,1,0,0,1,0,0,0,0,1,1,4,0,6,53422.0
0,1,0,0,1,0,0,0,0,1,1,8,0,6,53418.4
0,1,0,0,1,0,0,0,0,1,1,1,5,6,86464.2
0,1,0,0,1,0,0,0,0,1,1,2,5,6,53623.2
0,1,0,0,1,0,0,0,0,1,1,4,5,6,53342.0
0,1,0,0,1,0,0,0,0,1,1,8,5,6,53385.4
0,1,0,0,1,0,0,0,0,1,1,1,15,6,86465.6
0,1,0,0,1,0,0,0,0,1,1,2,15,6,53763.2
0,1,0,0,1,0,0,0,0,1,1,4,15,6,53580.8
0,1,0,0,1,0,0,0,0,1,1,8,15,6,53458.8
0,1,0,0,1,0,0,0,1,0,0,1,0,0,86483.8
0,1,0,0,1,0,0,0,1,0,0,2,0,0,86730.8
0,1,0,0,1,0,0,0,1,0,0,4,0,0,86322.6
0,1,0,0,1,0,0,0,1,0,0,8,0,0,86511.6
0,1,0,0,1,0,0,0,1,0,0,1,5,0,86700.2
0,1,0,0,1,0,0,0,1,0,0,2,5,0,86414.0
0,1,0,0,1,0,0,0,1,0,0,4,5,0,86536.0
0,1,0,0,1,0,0,0,1,0,0,8,5,0,86250.4
0,1,0,0,1,0,0,0,1,0,0,1,15,0,86317.8
0,1,0,0,1,0,0,0,1,0,0,2,15,0,86294.2
0,1,0,0,1,0,0,0,1,0,0,4,15,0,86535.8
0,1,0,0,1,0,0,0,1,0,0,8,15,0,86387.2
0,1,0,0,1,0,0,0,1,0,0,1,0,3,86404.2
0,1,0,0,1,0,0,0,1,0,0,2,0,3,86591.4
0,1,0,0,1,0,0,0,1,0,0,4,0,3,86395.4
0,1,0,0,1,0,0,0,1,0,0,8,0,3,86702.8
0,1,0,0,1,0,0,0,1,0,0,1,5,3,86458.6
0,1,0,0,1,0,0,0,1,0,0,2,5,3,86492.0
0,1,0,0,1,0,0,0,1,0,0,4,5,3,86479.4
0,1,0,0,1,0,0,0,1,0,0,8,5,3,86483.2
0,1,0,0,1,0,0,0,1,0,0,1,15,3,86524.8
0,1,0,0,1,0,0,0,1,0,0,2,15,3,86658.6
0,1,0,0,1,0,0,0,1,0,0,4,15,3,86467.2
0,1,0,0,1,0,0,0,1,0,0,8,15,3,86517.4
0,1,0,0,1,0,0,0,1,0,0,1,0,6,86565.8
0,1,0,0,1,0,0,0,1,0,0,2,0,6,86240.0
0,1,0,0,1,0,0,0,1,0,0,4,0,6,86602.0
0,1,0,0,1,0,0,0,1,0,0,8,0,6,86445.8
0,1,0,0,1,0,0,0,1,0,0,1,5,6,86508.8
0,1,0,0,1,0,0,0,1,0,0,2,5,6,86480.8
0,1,0,0,1,0,0,0,1,0,0,4,5,6,86331.0
0,1,0,0,1,0,0,0,1,0,0,8,5,6,86555.4
0,1,0,0,1,0,0,0,1,0,0,1,15,6,86425.0
0,1,0,0,1,0,0,0,1,0,0,2,15,6,86460.4
0,1,0,0,1,0,0,0,1,0,0,4,15,6,86702.0
0,1,0,0,1,0,0,0,1,0,0,8,15,6,86560.8
0,1,0,0,1,0,0,0,1,0,1,1,0,0,86701.6
0,1,0,0,1,0,0,0,1,0,1,2,0,0,86850.0
0,1,0,0,1,0,0,0,1,0,1,4,0,0,86608.8
0,1,0,0,1,0,0,0,1,0,1,8,0,0,87177.8
0,1,0,0,1,0,0,0,1,0,1,1,5,0,86582.8
0,1,0,0,1,0,0,0,1,0,1,2,5,0,87058.8
0,1,0,0,1,0,0,0,1,0,1,4,5,0,86637.4
0,1,0,0,1,0,0,0,1,0,1,8,5,0,86797.2
0,1,0,0,1,0,0,0,1,0,1,1,15,0,86583.6
0,1,0,0,1,0,0,0,1,0,1,2,15,0,86788.6
0,1,0,0,1,0,0,0,1,0,1,4,15,0,86457.0
0,1,0,0,1,0,0,0,1,0,1,8,15,0,86638.0
0,1,0,0,1,0,0,0,1,0,1,1,0,3,86686.8
0,1,0,0,1,0,0,0,1,0,1,2,0,3,86812.0
0,1,0,0,1,0,0,0,1,0,1,4,0,3,86466.4
0,1,0,0,1,0,0,0,1,0,1,8,0,3,86745.0
0,1,0,0,1,0,0,0,1,0,1,1,5,3,86229.0
0,1,0,0,1,0,0,0,1,0,1,2,5,3,86757.8
0,1,0,0,1,0,0,0,1,0,1,4,5,3,86634.6
0,1,0,0,1,0,0,0,1,0,1,8,5,3,86665.8
0,1,0,0,1,0,0,0,1,0,1,1,15,3,86498.4
0,1,0,0,1,0,0,0,1,0,1,2,15,3,86809.0
0,1,0,0,1,0,0,0,1,0,1,4,15,3,86835.4
0,1,0,0,1,0,0,0,1,0,1,8,15,3,87019.2
0,1,0,0,1,0,0,0,1,0,1,1,0,6,86599.0
0,1,0,0,1,0,0,0,1,0,1,2,0,6,86703.2
0,1,0,0,1,0,0,0,1,0,1,4,0,6,86354.0
0,1,0,0,1,0,0,0,1,0,1,8,0,6,86581.6
0,1,0,0,1,0,0,0,1,0,1,1,5,6,86799.4
0,1,0,0,1,0,0,0,1,0,1,2,5,6,86494.6
0,1,0,0,1,0,0,0,1,0,1,4,5,6,86674.0
0,1,0,0,1,0,0,0,1,0,1,8,5,6,86561.0
0,1,0,0,1,0,0,0,1,0,1,1,15,6,86724.0
0,1,0,0,1,0,0,0,1,0,1,2,15,6,86940.0
0,1,0,0,1,0,0,0,1,0,1,4,15,6,86726.4
0,1,0,0,1,0,0,0,1,0,1,8,15,6,86702.2
0,1,0,0,1,0,0,0,1,1,0,1,0,0,87204.2
0,1,0,0,1,0,0,0,1,1,0,2,0,0,53664.8
0,1,0,0,1,0,0,0,1,1,0,4,0,0,53283.4
0,1,0,0,1,0,0,0,1,1,0,8,0,0,53505.6
0,1,0,0,1,0,0,0,1,1,0,1,5,0,87235.6
0,1,0,0,1,0,0,0,1,1,0,2,5,0,53480.4
0,1,0,0,1,0,0,0,1,1,0,4,5,0,53441.8
0,1,0,0,1,0,0,0,1,1,0,8,5,0,53704.6
0,1,0,0,1,0,0,0,1,1,0,1,15,0,87412.6
0,1,0,0,1,0,0,0,1,1,0,2,15,0,53605.2
0,1,0,0,1,0,0,0,1,1,0,4,15,0,53546.6
0,1,0,0,1,0,0,0,1,1,0,8,15,0,53429.4
0,1,0,0,1,0,0,0,1,1,0,1,0,3,87294.2
0,1,0,0,1,0,0,0,1,1,0,2,0,3,53784.8
0,1,0,0,1,0,0,0,1,1,0,4,0,3,53673.8
0,1,0,0,1,0,0,0,1,1,0,8,0,3,53483.0
0,1,0,0,1,0,0,0,1,1,0,1,5,3,87320.8
0,1,0,0,1,0,0,0,1,1,0,2,5,3,53490.0
0,1,0,0,1,0,0,0,1,1,0,4,5,3,53454.2
0,1,0,0,1,0,0,0,1,1,0,8,5,3,53480.2
0,1,0,0,1,0,0,0,1,1,0,1,15,3,87120.6
0,1,0,0,1,0,0,0,1,1,0,2,15,3,53633.2
0,1,0,0,1,0,0,0,1,1,0,4,15,3,53462.8
0,1,0,0,1,0,0,0,1,1,0,8,15,3,53448.0
0,1,0,0,1,0,0,0,1,1,0,1,0,6,87626.4
0,1,0,0,1,0,0,0,1,1,0,2,0,6,53449.0
0,1,0,0,1,0,0,0,1,1,0,4,0,6,53656.8
0,1,0,0,1,0,0,0,1,1,0,8,0,6,53332.4
0,1,0,0,1,0,0,0,1,1,0,1,5,6,87403.2
0,1,0,0,1,0,0,0,1,1,0,2,5,6,53851.8
0,1,0,0,1,0,0,0,1,1,0,4,5,6,53432.2
0,1,0,0,1,0,0,0,1,1,0,8,5,6,53630.4
0,1,0,0,1,0,0,0,1,1,0,1,15,6,87388.4
0,1,0,0,1,0,0,0,1,1,0,2,15,6,53428.0
0,1,0,0,1,0,0,0,1,1,0,4,15,6,53457.0
0,1,0,0,1,0,0,0,1,1,0,8,15,6,53681.2
0,1,0,0,1,0,0,0,1,1,1,1,0,0,86424.2
0,1,0,0,1,0,0,0,1,1,1,2,0,0,53548.4
0,1,0,0,1,0,0,0,1,1,1,4,0,0,53436.4
0,1,0,0,1,0,0,0,1,1,1,8,0,0,53754.8
0,1,0,0,1,0,0,0,1,1,1,1,5,0,86251.4
0,1,0,0,1,0,0,0,1,1,1,2,5,0,53591.2
0,1,0,0,1,0,0,0,1,1,1,4,5,0,53508.6
0,1,0,0,1,0,0,0,1,1,1,8,5,0,53669.2
0,1,0,0,1,0,0,0,1,1,1,1,15,0,86291.6
0,1,0,0,1,0,0,0,1,1,1,2,15,0,53480.2
0,1,0,0,1,0,0,0,1,1,1,4,15,0,53394.8
0,1,0,0,1,0,0,0,1,1,1,8,15,0,53391.0
0,1,0,0,1,0,0,0,1,1,1,1,0,3,86302.2
0,1,0,0,1,0,0,0,1,1,1,2,0,3,53537.6
0,1,0,0,1,0,0,0,1,1,1,4,0,3,53471.2
0,1,0,0,1,0,0,0,1,1,1,8,0,3,53431.6
0,1,0,0,1,0,0,0,1,1,1,1,5,3,86497.8
0,1,0,0,1,0,0,0,1,1,1,2,5,3,53386.8
0,1,0,0,1,0,0,0,1,1,1,4,5,3,53542.8
0,1,0,0,1,0,0,0,1,1,1,8,5,3,53362.0
0,1,0,0,1,0,0,0,1,1,1,1,15,3,86361.6
0,1,0,0,1,0,0,0,1,1,1,2,15,3,53520.4
0,1,0,0,1,0,0,0,1,1,1,4,15,3,53337.6
0,1,0,0,1,0,0,0,1,1,1,8,15,3,53507.2
0,1,0,0,1,0,0,0,1,1,1,1,0,6,86238.4
0,1,0,0,1,0,0,0,1,1,1,2,0,6,53466.4
0,1,0,0,1,0,0,0,1,1,1,4,0,6,53680.4
0,1,0,0,1,0,0,0,1,1,1,8,0,6,53561.6
0,1,0,0,1,0,0,0,1,1,1,1,5,6,86390.2
0,1,0,0,1,0,0,0,1,1,1,2,5,6,53628.4
0,1,0,0,1,0,0,0,1,1,1,4,5,6,53562.8
0,1,0,0,1,0,0,0,1,1,1,8,5,6,53352.4
0,1,0,0,1,0,0,0,1,1,1,1,15,6,86334.2
0,1,0,0,1,0,0,0,1,1,1,2,15,6,53580.0
0,1,0,0,1,0,0,0,1,1,1,4,15,6,53581.2
0,1,0,0,1,0,0,0,1,1,1,8,15,6,53402.8
0,1,0,0,1,1,0,0,0,0,0,1,0,0,95572.8
0,1,0,0,1,1,0,0,0,0,0,2,0,0,95720.4
0,1,0,0,1,1,0,0,0,0,0,4,0,0,95755.6
0,1,0,0,1,1,0,0,0,0,0,8,0,0,95589.4
0,1,0,0,1,1,0,0,0,0,0,1,5,0,95447.6
0,1,0,0,1,1,0,0,0,0,0,2,5,0,95102.0
0,1,0,0,1,1,0,0,0,0,0,4,5,0,95422.4
0,1,0,0,1,1,0,0,0,0,0,8,5,0,95275.2
0,1,0,0,1,1,0,0,0,0,0,1,15,0,95213.8
0,1,0,0,1,1,0,0,0,0,0,2,15,0,95204.8
0,1,0,0,1,1,0,0,0,0,0,4,15,0,95371.0
0,1,0,0,1,1,0,0,0,0,0,8,15,0,95471.0
0,1,0,0,1,1,0,0,0,0,0,1,0,3,95355.4
0,1,0,0,1,1,0,0,0,0,0,2,0,3,94955.4
0,1,0,0,1,1,0,0,0,0,0,4,0,3,95188.4
0,1,0,0,1,1,0,0,0,0,0,8,0,3,95120.0
0,1,0,0,1,1,0,0,0,0,0,1,5,3,95305.2
0,1,0,0,1,1,0,0,0,0,0,2,5,3,95824.6
0,1,0,0,1,1,0,0,0,0,0,4,5,3,95370.6
0,1,0,0,1,1,0,0,0,0,0,8,5,3,95243.4
0,1,0,0,1,1,0,0,0,0,0,1,15,3,95595.4
0,1,0,0,1,1,0,0,0,0,0,2,15,3,95244.4
0,1,0,0,1,1,0,0,0,0,0,4,15,3,95264.4
0,1,0,0,1,1,0,0,0,0,0,8,15,3,95691.6
0,1,0,0,1,1,0,0,0,0,0,1,0,6,95610.0
0,1,0,0,1,1,0,0,0,0,0,2,0,6,95265.0
0,1,0,0,1,1,0,0,0,0,0,4,0,6,95253.2
0,1,0,0,1,1,0,0,0,0,0,8,0,6,95326.6
0,1,0,0,1,1,0,0,0,0,0,1,5,6,95095.8
0,1,0,0,1,1,0,0,0,0,0,2,5,6,95281.0
0,1,0,0,1,1,0,0,0,0,0,4,5,6,95237.2
0,1,0,0,1,1,0,0,0,0,0,8,5,6,95375.8
0,1,0,0,1,1,0,0,0,0,0,1,15,6,95263.8
0,1,0,0,1,1,0,0,0,0,0,2,15,6,95739.2
0,1,0,0,1,1,0,0,0,0,0,4,15,6,94979.8
0,1,0,0,1,1,0,0,0,0,0,8,15,6,95455.2
0,1,0,0,1,1,0,0,0,0,1,1,0,0,94749.0
0,1,0,0,1,1,0,0,0,0,1,2,0,0,95249.2
0,1,0,0,1,1,0,0,0,0,1,4,0,0,95695.4
0,1,0,0,1,1,0,0,0,0,1,8,0,0,95131.0
0,1,0,0,1,1,0,0,0,0,1,1,5,0,95459.8
0,1,0,0,1,1,0,0,0,0,1,2,5,0,95378.4
0,1,0,0,1,1,0,0,0,0,1,4,5,0,95585.2
0,1,0,0,1,1,0,0,0,0,1,8,5,0,95093.4
0,1,0,0,1,1,0,0,0,0,1,1,15,0,95660.8
0,1,0,0,1,1,0,0,0,0,1,2,15,0,95282.6
0,1,0,0,1,1,0,0,0,0,1,4,15,0,95608.4
0,1,0,0,1,1,0,0,0,0,1,8,15,0,95697.6
0,1,0,0,1,1,0,0,0,0,1,1,0,3,95268.6
0,1,0,0,1,1,0,0,0,0,1,2,0,3,95147.4
0,1,0,0,1,1,0,0,0,0,1,4,0,3,95108.8
0,1,0,0,1,1,0,0,0,0,1,8,0,3,95735.4
0,1,0,0,1,1,0,0,0,0,1,1,5,3,95505.2
0,1,0,0,1,1,0,0,0,0,1,2,5,3,95511.0
0,1,0,0,1,1,0,0,0,0,1,4,5,3,95303.2
0,1,0,0,1,1,0,0,0,0,1,8,5,3,94894.6
0,1,0,0,1,1,0,0,0,0,1,1,15,3,95187.6
0,1,0,0,1,1,0,0,0,0,1,2,15,3,95318.0
0,1,0,0,1,1,0,0,0,0,1,4,15,3,95149.0
0,1,0,0,1,1,0,0,0,0,1,8,15,3,95437.8
0,1,0,0,1,1,0,0,0,0,1,1,0,6,95366.6
0,1,0,0,1,1,0,0,0,0,1,2,0,6,95302.6
0,1,0,0,1,1,0,0,0,0,1,4,0,6,95358.2
0,1,0,0,1,1,0,0,0,0,1,8,0,6,94917.8
0,1,0,0,1,1,0,0,0,0,1,1,5,6,95554.2
0,1,0,0,1,1,0,0,0,0,1,2,5,6,95384.4
0,1,0,0,1,1,0,0,0,0,1,4,5,6,95276.0
0,1,0,0,1,1,0,0,0,0,1,8,5,6,95067.6
0,1,0,0,1,1,0,0,0,0,1,1,15,6,95196.0
0,1,0,0,1,1,0,0,0,0,1,2,15,6,95287.8
0,1,0,0,1,1,0,0,0,0,1,4,15,6,95424.6
0,1,0,0,1,1,0,0,0,0,1,8,15,6,95574.2
0,1,0,0,1,1,0,0,0,1,0,1,0,0,95130.6
0,1,0,0,1,1,0,0,0,1,0,2,0,0,57975.8
0,1,0,0,1,1,0,0,0,1,0,4,0,0,58034.4
0,1,0,0,1,1,0,0,0,1,0,8,0,0,58148.6
0,1,0,0,1,1,0,0,0,1,0,1,5,0,95039.2
0,1,0,0,1,1,0,0,0,1,0,2,5,0,57932.8
0,1,0,0,1,1,0,0,0,1,0,4,5,0,58187.4
0,1,0,0,1,1,0,0,0,1,0,8,5,0,58104.2
0,1,0,0,1,1,0,0,0,1,0,1,15,0,95148.0
0,1,0,0,1,1,0,0,0,1,0,2,15,0,58091.6
0,1,0,0,1,1,0,0,0,1,0,4,15,0,58030.0
0,1,0,0,1,1,0,0,0,1,0,8,15,0,58021.6
0,1,0,0,1,1,0,0,0,1,0,1,0,3,94826.6
0,1,0,0,1,1,0,0,0,1,0,2,0,3,58061.6
0,1,0,0,1,1,0,0,0,1,0,4,0,3,57883.6
0,1,0,0,1,1,0,0,0,1,0,8,0,3,58077.0
0,1,0,0,1,1,0,0,0,1,0,1,5,3,94974.4
0,1,0,0,1,1,0,0,0,1,0,2,5,3,58057.2
0,1,0,0,1,1,0,0,0,1,0,4,5,3,58070.0
0,1,0,0,1,1,0,0,0,1,0,8,5,3,58066.6
0,1,0,0,1,1,0,0,0,1,0,1,15,3,94832.0
0,1,0,0,1,1,0,0,0,1,0,2,15,3,57867.0
0,1,0,0,1,1,0,0,0,1,0,4,15,3,58000.2
0,1,0,0,1,1,0,0,0,1,0,8,15,3,58010.2
0,1,0,0,1,1,0,0,0,1,0,1,0,6,94979.6
0,1,0,0,1,1,0,0,0,1,0,2,0,6,58097.0
0,1,0,0,1,1,0,0,0,1,0,4,0,6,58175.6
0,1,0,0,1,1,0,0,0,1,0,8,0,6,58029.8
0,1,0,0,1,1,0,0,0,1,0,1,5,6,94859.2
0,1,0,0,1,1,0,0,0,1,0,2,5,6,57991.6
0,1,0,0,1,1,0,0,0,1,0,4,5,6,58188.0
0,1,0,0,1,1,0,0,0,1,0,8,5,6,58067.6
0,1,0,0,1,1,0,0,0,1,0,1,15,6,95080.4
0,1,0,0,1,1,0,0,0,1,0,2,15,6,58060.2
0,1,0,0,1,1,0,0,0,1,0,4,15,6,57964.8
0,1,0,0,1,1,0,0,0,1,0,8,15,6,57971.0
0,1,0,0,1,1,0,0,0,1,1,1,0,0,95114.8
0,1,0,0,1,1,0,0,0,1,1,2,0,0,58019.4
0,1,0,0,1,1,0,0,0,1,1,4,0,0,58019.2
0,1,0,0,1,1,0,0,0,1,1,8,0,0,58094.2
0,1,0,0,1,1,0,0,0,1,1,1,5,0,95504.2
0,1,0,0,1,1,0,0,0,1,1,2,5,0,58020.8
0,1,0,0,1,1,0,0,0,1,1,4,5,0,58268.2
0,1,0,0,1,1,0,0,0,1,1,8,5,0,57890.4
0,1,0,0,1,1,0,0,0,1,1,1,15,0,95202.8
0,1,0,0,1,1,0,0,0,1,1,2,15,0,57860.2
0,1,0,0,1,1,0,0,0,1,1,4,15,0,58188.2
0,1,0,0,1,1,0,0,0,1,1,8,15,0,58223.2
0,1,0,0,1,1,0,0,0,1,1,1,0,3,95212.4
0,1,0,0,1,1,0,0,0,1,1,2,0,3,57946.4
0,1,0,0,1,1,0,0,0,1,1,4,0,3,58082.2
0,1,0,0,1,1,0,0,0,1,1,8,0,3,57966.8
0,1,0,0,1,1,0,0,0,1,1,1,5,3,95387.6
0,1,0,0,1,1,0,0,0,1,1,2,5,3,58229.4
0,1,0,0,1,1,0,0,0,1,1,4,5,3,58041.4
0,1,0,0,1,1,0,0,0,1,1,8,5,3,57855.8
0,1,0,0,1,1,0,0,0,1,1,1,15,3,95378.8
0,1,0,0,1,1,0,0,0,1,1,2,15,3,58082.6
