twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,columnTiling,rowTiling,Threads,ArnrMaxFrames,ArnrStrength,Cpu-
0,1,0,0,1,0,0,0,0,0,1,2,15,3,3.909668
0,1,0,0,1,0,0,0,0,0,1,4,15,3,3.921139
0,1,0,0,1,0,0,0,0,0,1,8,15,3,3.876205
0,1,0,0,1,0,0,0,0,0,1,1,0,6,3.824867
0,1,0,0,1,0,0,0,0,0,1,2,0,6,3.821395
0,1,0,0,1,0,0,0,0,0,1,4,0,6,3.920698
0,1,0,0,1,0,0,0,0,0,1,8,0,6,3.834052
0,1,0,0,1,0,0,0,0,0,1,1,5,6,3.915056
0,1,0,0,1,0,0,0,0,0,1,2,5,6,3.86583
0,1,0,0,1,0,0,0,0,0,1,4,5,6,3.882326
0,1,0,0,1,0,0,0,0,0,1,8,5,6,3.962831
0,1,0,0,1,0,0,0,0,0,1,1,15,6,3.911949
0,1,0,0,1,0,0,0,0,0,1,2,15,6,3.910337
0,1,0,0,1,0,0,0,0,0,1,4,15,6,3.819369
0,1,0,0,1,0,0,0,0,0,1,8,15,6,3.698605
0,1,0,0,1,0,0,0,0,1,0,1,0,0,3.845172
0,1,0,0,1,0,0,0,0,1,0,2,0,0,6.278015
0,1,0,0,1,0,0,0,0,1,0,4,0,0,6.480755
0,1,0,0,1,0,0,0,0,1,0,8,0,0,6.406792
0,1,0,0,1,0,0,0,0,1,0,1,5,0,3.909425
0,1,0,0,1,0,0,0,0,1,0,2,5,0,6.427372
0,1,0,0,1,0,0,0,0,1,0,4,5,0,6.434808
0,1,0,0,1,0,0,0,0,1,0,8,5,0,6.383382
0,1,0,0,1,0,0,0,0,1,0,1,15,0,3.856437
0,1,0,0,1,0,0,0,0,1,0,2,15,0,6.456471
0,1,0,0,1,0,0,0,0,1,0,4,15,0,6.474514
0,1,0,0,1,0,0,0,0,1,0,8,15,0,6.433683
0,1,0,0,1,0,0,0,0,1,0,1,0,3,3.858356
0,1,0,0,1,0,0,0,0,1,0,2,0,3,6.483194
0,1,0,0,1,0,0,0,0,1,0,4,0,3,6.449476
0,1,0,0,1,0,0,0,0,1,0,8,0,3,6.388106
0,1,0,0,1,0,0,0,0,1,0,1,5,3,3.896001
0,1,0,0,1,0,0,0,0,1,0,2,5,3,6.44884
0,1,0,0,1,0,0,0,0,1,0,4,5,3,6.200992
0,1,0,0,1,0,0,0,0,1,0,8,5,3,6.355842
0,1,0,0,1,0,0,0,0,1,0,1,15,3,3.874232
0,1,0,0,1,0,0,0,0,1,0,2,15,3,6.512914
0,1,0,0,1,0,0,0,0,1,0,4,15,3,6.429057
0,1,0,0,1,0,0,0,0,1,0,8,15,3,6.489434
0,1,0,0,1,0,0,0,0,1,0,1,0,6,3.887816
0,1,0,0,1,0,0,0,0,1,0,2,0,6,6.55434
0,1,0,0,1,0,0,0,0,1,0,4,0,6,6.316227
0,1,0,0,1,0,0,0,0,1,0,8,0,6,6.407163
0,1,0,0,1,0,0,0,0,1,0,1,5,6,3.878912
0,1,0,0,1,0,0,0,0,1,0,2,5,6,6.458644
0,1,0,0,1,0,0,0,0,1,0,4,5,6,6.40051
0,1,0,0,1,0,0,0,0,1,0,8,5,6,6.456604
0,1,0,0,1,0,0,0,0,1,0,1,15,6,3.900332
0,1,0,0,1,0,0,0,0,1,0,2,15,6,6.549811
0,1,0,0,1,0,0,0,0,1,0,4,15,6,6.332928
0,1,0,0,1,0,0,0,0,1,0,8,15,6,6.458658
0,1,0,0,1,0,0,0,0,1,1,1,0,0,3.895806
0,1,0,0,1,0,0,0,0,1,1,2,0,0,6.485597
0,1,0,0,1,0,0,0,0,1,1,4,0,0,6.506415
0,1,0,0,1,0,0,0,0,1,1,8,0,0,6.269811
0,1,0,0,1,0,0,0,0,1,1,1,5,0,3.893804
0,1,0,0,1,0,0,0,0,1,1,2,5,0,6.432858
0,1,0,0,1,0,0,0,0,1,1,4,5,0,6.235178
0,1,0,0,1,0,0,0,0,1,1,8,5,0,6.355716
0,1,0,0,1,0,0,0,0,1,1,1,15,0,3.834049
0,1,0,0,1,0,0,0,0,1,1,2,15,0,6.410426
0,1,0,0,1,0,0,0,0,1,1,4,15,0,6.353208
0,1,0,0,1,0,0,0,0,1,1,8,15,0,6.487925
0,1,0,0,1,0,0,0,0,1,1,1,0,3,3.832528
0,1,0,0,1,0,0,0,0,1,1,2,0,3,6.416171
0,1,0,0,1,0,0,0,0,1,1,4,0,3,6.477533
0,1,0,0,1,0,0,0,0,1,1,8,0,3,6.48
0,1,0,0,1,0,0,0,0,1,1,1,5,3,3.893721
0,1,0,0,1,0,0,0,0,1,1,2,5,3,6.398588
0,1,0,0,1,0,0,0,0,1,1,4,5,3,6.464745
0,1,0,0,1,0,0,0,0,1,1,8,5,3,6.520377
0,1,0,0,1,0,0,0,0,1,1,1,15,3,3.882326
0,1,0,0,1,0,0,0,0,1,1,2,15,3,6.364675
0,1,0,0,1,0,0,0,0,1,1,4,15,3,6.473585
0,1,0,0,1,0,0,0,0,1,1,8,15,3,6.302292
0,1,0,0,1,0,0,0,0,1,1,1,0,6,3.925494
0,1,0,0,1,0,0,0,0,1,1,2,0,6,6.441125
0,1,0,0,1,0,0,0,0,1,1,4,0,6,6.350189
0,1,0,0,1,0,0,0,0,1,1,8,0,6,6.362774
0,1,0,0,1,0,0,0,0,1,1,1,5,6,3.930465
0,1,0,0,1,0,0,0,0,1,1,2,5,6,6.420587
0,1,0,0,1,0,0,0,0,1,1,4,5,6,6.41079
0,1,0,0,1,0,0,0,0,1,1,8,5,6,6.321887
0,1,0,0,1,0,0,0,0,1,1,1,15,6,3.835349
0,1,0,0,1,0,0,0,0,1,1,2,15,6,6.474759
0,1,0,0,1,0,0,0,0,1,1,4,15,6,6.446736
0,1,0,0,1,0,0,0,0,1,1,8,15,6,6.221132
0,1,0,0,1,0,0,0,1,0,0,1,0,0,3.908605
0,1,0,0,1,0,0,0,1,0,0,2,0,0,3.753946
0,1,0,0,1,0,0,0,1,0,0,4,0,0,3.869174
0,1,0,0,1,0,0,0,1,0,0,8,0,0,3.918837
0,1,0,0,1,0,0,0,1,0,0,1,5,0,3.882465
0,1,0,0,1,0,0,0,1,0,0,2,5,0,3.917031
0,1,0,0,1,0,0,0,1,0,0,4,5,0,3.936977
0,1,0,0,1,0,0,0,1,0,0,8,5,0,3.76887
0,1,0,0,1,0,0,0,1,0,0,1,15,0,3.883488
0,1,0,0,1,0,0,0,1,0,0,2,15,0,3.858728
0,1,0,0,1,0,0,0,1,0,0,4,15,0,3.846279
0,1,0,0,1,0,0,0,1,0,0,8,15,0,3.821152
0,1,0,0,1,0,0,0,1,0,0,1,0,3,3.872558
0,1,0,0,1,0,0,0,1,0,0,2,0,3,3.825581
0,1,0,0,1,0,0,0,1,0,0,4,0,3,3.870886
0,1,0,0,1,0,0,0,1,0,0,8,0,3,3.922558
0,1,0,0,1,0,0,0,1,0,0,1,5,3,3.842791
0,1,0,0,1,0,0,0,1,0,0,2,5,3,3.952951
0,1,0,0,1,0,0,0,1,0,0,4,5,3,3.889365
0,1,0,0,1,0,0,0,1,0,0,8,5,3,3.875925
0,1,0,0,1,0,0,0,1,0,0,1,15,3,3.909767
0,1,0,0,1,0,0,0,1,0,0,2,15,3,3.941003
0,1,0,0,1,0,0,0,1,0,0,4,15,3,3.889785
0,1,0,0,1,0,0,0,1,0,0,8,15,3,3.90093
0,1,0,0,1,0,0,0,1,0,0,1,0,6,3.830364
0,1,0,0,1,0,0,0,1,0,0,2,0,6,3.88814
0,1,0,0,1,0,0,0,1,0,0,4,0,6,3.894651
0,1,0,0,1,0,0,0,1,0,0,8,0,6,3.90093
0,1,0,0,1,0,0,0,1,0,0,1,5,6,3.75774
0,1,0,0,1,0,0,0,1,0,0,2,5,6,3.883023
0,1,0,0,1,0,0,0,1,0,0,4,5,6,3.888372
0,1,0,0,1,0,0,0,1,0,0,8,5,6,3.886276
0,1,0,0,1,0,0,0,1,0,0,1,15,6,3.877907
0,1,0,0,1,0,0,0,1,0,0,2,15,6,3.868837
0,1,0,0,1,0,0,0,1,0,0,4,15,6,3.893991
0,1,0,0,1,0,0,0,1,0,0,8,15,6,3.887554
0,1,0,0,1,0,0,0,1,0,1,1,0,0,3.91718
0,1,0,0,1,0,0,0,1,0,1,2,0,0,3.920083
0,1,0,0,1,0,0,0,1,0,1,4,0,0,3.908837
0,1,0,0,1,0,0,0,1,0,1,8,0,0,3.950158
0,1,0,0,1,0,0,0,1,0,1,1,5,0,3.847787
0,1,0,0,1,0,0,0,1,0,1,2,5,0,3.880842
0,1,0,0,1,0,0,0,1,0,1,4,5,0,3.856977
0,1,0,0,1,0,0,0,1,0,1,8,5,0,3.850465
0,1,0,0,1,0,0,0,1,0,1,1,15,0,3.812558
0,1,0,0,1,0,0,0,1,0,1,2,15,0,3.853135
0,1,0,0,1,0,0,0,1,0,1,4,15,0,3.889975
0,1,0,0,1,0,0,0,1,0,1,8,15,0,3.886046
0,1,0,0,1,0,0,0,1,0,1,1,0,3,3.936977
0,1,0,0,1,0,0,0,1,0,1,2,0,3,3.899767
0,1,0,0,1,0,0,0,1,0,1,4,0,3,3.832558
0,1,0,0,1,0,0,0,1,0,1,8,0,3,3.881791
0,1,0,0,1,0,0,0,1,0,1,1,5,3,3.892435
0,1,0,0,1,0,0,0,1,0,1,2,5,3,3.913852
0,1,0,0,1,0,0,0,1,0,1,4,5,3,3.822326
0,1,0,0,1,0,0,0,1,0,1,8,5,3,3.899797
0,1,0,0,1,0,0,0,1,0,1,1,15,3,3.880865
0,1,0,0,1,0,0,0,1,0,1,2,15,3,3.872826
0,1,0,0,1,0,0,0,1,0,1,4,15,3,3.996856
0,1,0,0,1,0,0,0,1,0,1,8,15,3,3.902312
0,1,0,0,1,0,0,0,1,0,1,1,0,6,3.896416
0,1,0,0,1,0,0,0,1,0,1,2,0,6,3.942986
0,1,0,0,1,0,0,0,1,0,1,4,0,6,3.755581
0,1,0,0,1,0,0,0,1,0,1,8,0,6,3.884651
0,1,0,0,1,0,0,0,1,0,1,1,5,6,3.828078
0,1,0,0,1,0,0,0,1,0,1,2,5,6,4.101004
0,1,0,0,1,0,0,0,1,0,1,4,5,6,3.843721
0,1,0,0,1,0,0,0,1,0,1,8,5,6,3.906512
0,1,0,0,1,0,0,0,1,0,1,1,15,6,3.884122
0,1,0,0,1,0,0,0,1,0,1,2,15,6,3.889474
0,1,0,0,1,0,0,0,1,0,1,4,15,6,3.918642
0,1,0,0,1,0,0,0,1,0,1,8,15,6,3.808428
0,1,0,0,1,0,0,0,1,1,0,1,0,0,3.845058
0,1,0,0,1,0,0,0,1,1,0,2,0,0,6.465758
0,1,0,0,1,0,0,0,1,1,0,4,0,0,6.359622
0,1,0,0,1,0,0,0,1,1,0,8,0,0,6.432725
0,1,0,0,1,0,0,0,1,1,0,1,5,0,3.838915
0,1,0,0,1,0,0,0,1,1,0,2,5,0,6.342642
0,1,0,0,1,0,0,0,1,1,0,4,5,0,6.40566
0,1,0,0,1,0,0,0,1,1,0,8,5,0,6.475912
0,1,0,0,1,0,0,0,1,1,0,1,15,0,3.871724
0,1,0,0,1,0,0,0,1,1,0,2,15,0,6.376352
0,1,0,0,1,0,0,0,1,1,0,4,15,0,6.448882
0,1,0,0,1,0,0,0,1,1,0,8,15,0,6.513878
0,1,0,0,1,0,0,0,1,1,0,1,0,3,3.84046
0,1,0,0,1,0,0,0,1,1,0,2,0,3,6.471915
0,1,0,0,1,0,0,0,1,1,0,4,0,3,6.333885
0,1,0,0,1,0,0,0,1,1,0,8,0,3,6.492739
0,1,0,0,1,0,0,0,1,1,0,1,5,3,3.911264
0,1,0,0,1,0,0,0,1,1,0,2,5,3,6.575451
0,1,0,0,1,0,0,0,1,1,0,4,5,3,6.495618
0,1,0,0,1,0,0,0,1,1,0,8,5,3,5.970566
0,1,0,0,1,0,0,0,1,1,0,1,15,3,3.901358
0,1,0,0,1,0,0,0,1,1,0,2,15,3,6.46796
0,1,0,0,1,0,0,0,1,1,0,4,15,3,6.431957
0,1,0,0,1,0,0,0,1,1,0,8,15,3,6.448658
0,1,0,0,1,0,0,0,1,1,0,1,0,6,3.845287
0,1,0,0,1,0,0,0,1,1,0,2,0,6,6.37805
0,1,0,0,1,0,0,0,1,1,0,4,0,6,6.34986
0,1,0,0,1,0,0,0,1,1,0,8,0,6,6.373585
0,1,0,0,1,0,0,0,1,1,0,1,5,6,3.828276
0,1,0,0,1,0,0,0,1,1,0,2,5,6,6.464116
0,1,0,0,1,0,0,0,1,1,0,4,5,6,6.35246
0,1,0,0,1,0,0,0,1,1,0,8,5,6,6.456995
0,1,0,0,1,0,0,0,1,1,0,1,15,6,4.088506
0,1,0,0,1,0,0,0,1,1,0,2,15,6,6.447547
0,1,0,0,1,0,0,0,1,1,0,4,15,6,6.521754
0,1,0,0,1,0,0,0,1,1,0,8,15,6,6.460957
0,1,0,0,1,0,0,0,1,1,1,1,0,0,3.877368
0,1,0,0,1,0,0,0,1,1,1,2,0,0,6.384919
0,1,0,0,1,0,0,0,1,1,1,4,0,0,6.487904
0,1,0,0,1,0,0,0,1,1,1,8,0,0,6.49276
0,1,0,0,1,0,0,0,1,1,1,1,5,0,3.867617
0,1,0,0,1,0,0,0,1,1,1,2,5,0,6.408966
0,1,0,0,1,0,0,0,1,1,1,4,5,0,6.482355
0,1,0,0,1,0,0,0,1,1,1,8,5,0,6.461747
0,1,0,0,1,0,0,0,1,1,1,1,15,0,3.867417
0,1,0,0,1,0,0,0,1,1,1,2,15,0,6.453585
0,1,0,0,1,0,0,0,1,1,1,4,15,0,6.48717
0,1,0,0,1,0,0,0,1,1,1,8,15,0,6.325381
0,1,0,0,1,0,0,0,1,1,1,1,0,3,3.823953
0,1,0,0,1,0,0,0,1,1,1,2,0,3,6.342034
0,1,0,0,1,0,0,0,1,1,1,4,0,3,6.472599
0,1,0,0,1,0,0,0,1,1,1,8,0,3,6.486415
0,1,0,0,1,0,0,0,1,1,1,1,5,3,3.921163
0,1,0,0,1,0,0,0,1,1,1,2,5,3,6.498113
0,1,0,0,1,0,0,0,1,1,1,4,5,3,6.407743
0,1,0,0,1,0,0,0,1,1,1,8,5,3,6.502264
0,1,0,0,1,0,0,0,1,1,1,1,15,3,3.909217
0,1,0,0,1,0,0,0,1,1,1,2,15,3,6.49262
0,1,0,0,1,0,0,0,1,1,1,4,15,3,6.489993
0,1,0,0,1,0,0,0,1,1,1,8,15,3,6.404577
0,1,0,0,1,0,0,0,1,1,1,1,0,6,3.926635
0,1,0,0,1,0,0,0,1,1,1,2,0,6,6.341132
0,1,0,0,1,0,0,0,1,1,1,4,0,6,6.453886
0,1,0,0,1,0,0,0,1,1,1,8,0,6,6.496967
0,1,0,0,1,0,0,0,1,1,1,1,5,6,3.885116
0,1,0,0,1,0,0,0,1,1,1,2,5,6,6.498491
0,1,0,0,1,0,0,0,1,1,1,4,5,6,6.410174
0,1,0,0,1,0,0,0,1,1,1,8,5,6,6.295892
0,1,0,0,1,0,0,0,1,1,1,1,15,6,3.814544
0,1,0,0,1,0,0,0,1,1,1,2,15,6,6.452397
0,1,0,0,1,0,0,0,1,1,1,4,15,6,6.476555
0,1,0,0,1,0,0,0,1,1,1,8,15,6,6.394088
0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.84062
0,1,0,0,1,1,0,0,0,0,0,2,0,0,3.819162
0,1,0,0,1,1,0,0,0,0,0,4,0,0,3.840421
0,1,0,0,1,1,0,0,0,0,0,8,0,0,3.832421
0,1,0,0,1,1,0,0,0,0,0,1,5,0,3.915304
0,1,0,0,1,1,0,0,0,0,0,2,5,0,3.843178
0,1,0,0,1,1,0,0,0,0,0,4,5,0,3.941294
0,1,0,0,1,1,0,0,0,0,0,8,5,0,3.797357
0,1,0,0,1,1,0,0,0,0,0,1,15,0,3.853498
0,1,0,0,1,1,0,0,0,0,0,2,15,0,3.793944
0,1,0,0,1,1,0,0,0,0,0,4,15,0,3.809263
0,1,0,0,1,1,0,0,0,0,0,8,15,0,3.730995
0,1,0,0,1,1,0,0,0,0,0,1,0,3,3.785447
0,1,0,0,1,1,0,0,0,0,0,2,0,3,3.761061
0,1,0,0,1,1,0,0,0,0,0,4,0,3,3.814302
0,1,0,0,1,1,0,0,0,0,0,8,0,3,3.83142
0,1,0,0,1,1,0,0,0,0,0,1,5,3,3.859932
0,1,0,0,1,1,0,0,0,0,0,2,5,3,3.821531
0,1,0,0,1,1,0,0,0,0,0,4,5,3,3.834068
0,1,0,0,1,1,0,0,0,0,0,8,5,3,3.803698
0,1,0,0,1,1,0,0,0,0,0,1,15,3,3.811861
0,1,0,0,1,1,0,0,0,0,0,2,15,3,3.790105
0,1,0,0,1,1,0,0,0,0,0,4,15,3,3.748962
0,1,0,0,1,1,0,0,0,0,0,8,15,3,3.791789
0,1,0,0,1,1,0,0,0,0,0,1,0,6,3.745666
0,1,0,0,1,1,0,0,0,0,0,2,0,6,3.753895
0,1,0,0,1,1,0,0,0,0,0,4,0,6,3.928856
0,1,0,0,1,1,0,0,0,0,0,8,0,6,3.779993
0,1,0,0,1,1,0,0,0,0,0,1,5,6,3.82843
0,1,0,0,1,1,0,0,0,0,0,2,5,6,3.829263
0,1,0,0,1,1,0,0,0,0,0,4,5,6,3.941805
0,1,0,0,1,1,0,0,0,0,0,8,5,6,3.815187
0,1,0,0,1,1,0,0,0,0,0,1,15,6,3.867198
0,1,0,0,1,1,0,0,0,0,0,2,15,6,3.799158
0,1,0,0,1,1,0,0,0,0,0,4,15,6,3.778226
0,1,0,0,1,1,0,0,0,0,0,8,15,6,3.817846
0,1,0,0,1,1,0,0,0,0,1,1,0,0,3.87436
0,1,0,0,1,1,0,0,0,0,1,2,0,0,3.777897
0,1,0,0,1,1,0,0,0,0,1,4,0,0,3.816765
0,1,0,0,1,1,0,0,0,0,1,8,0,0,3.849606
0,1,0,0,1,1,0,0,0,0,1,1,5,0,3.808421
0,1,0,0,1,1,0,0,0,0,1,2,5,0,3.797961
0,1,0,0,1,1,0,0,0,0,1,4,5,0,3.781553
0,1,0,0,1,1,0,0,0,0,1,8,5,0,3.829734
0,1,0,0,1,1,0,0,0,0,1,1,15,0,3.797768
0,1,0,0,1,1,0,0,0,0,1,2,15,0,3.823934
0,1,0,0,1,1,0,0,0,0,1,4,15,0,3.808618
0,1,0,0,1,1,0,0,0,0,1,8,15,0,3.808977
0,1,0,0,1,1,0,0,0,0,1,1,0,3,3.802976
0,1,0,0,1,1,0,0,0,0,1,2,0,3,3.82191
0,1,0,0,1,1,0,0,0,0,1,4,0,3,3.746799
0,1,0,0,1,1,0,0,0,0,1,8,0,3,3.714947
0,1,0,0,1,1,0,0,0,0,1,1,5,3,3.832421
0,1,0,0,1,1,0,0,0,0,1,2,5,3,3.801937
0,1,0,0,1,1,0,0,0,0,1,4,5,3,3.970231
0,1,0,0,1,1,0,0,0,0,1,8,5,3,3.819776
0,1,0,0,1,1,0,0,0,0,1,1,15,3,3.855991
0,1,0,0,1,1,0,0,0,0,1,2,15,3,3.842016
0,1,0,0,1,1,0,0,0,0,1,4,15,3,3.794647
0,1,0,0,1,1,0,0,0,0,1,8,15,3,3.833474
0,1,0,0,1,1,0,0,0,0,1,1,0,6,3.778425
0,1,0,0,1,1,0,0,0,0,1,2,0,6,3.998316
0,1,0,0,1,1,0,0,0,0,1,4,0,6,3.815062
0,1,0,0,1,1,0,0,0,0,1,8,0,6,3.773962
0,1,0,0,1,1,0,0,0,0,1,1,5,6,3.808673
0,1,0,0,1,1,0,0,0,0,1,2,5,6,3.706526
0,1,0,0,1,1,0,0,0,0,1,4,5,6,3.745691
0,1,0,0,1,1,0,0,0,0,1,8,5,6,3.812801
0,1,0,0,1,1,0,0,0,0,1,1,15,6,3.729498
0,1,0,0,1,1,0,0,0,0,1,2,15,6,3.808636
0,1,0,0,1,1,0,0,0,0,1,4,15,6,3.822526
0,1,0,0,1,1,0,0,0,0,1,8,15,6,3.836354
0,1,0,0,1,1,0,0,0,1,0,1,0,0,3.827265
0,1,0,0,1,1,0,0,0,1,0,2,0,0,6.42
0,1,0,0,1,1,0,0,0,1,0,4,0,0,6.376552
0,1,0,0,1,1,0,0,0,1,0,8,0,0,6.583448
0,1,0,0,1,1,0,0,0,1,0,1,5,0,3.810043
0,1,0,0,1,1,0,0,0,1,0,2,5,0,6.28853
0,1,0,0,1,1,0,0,0,1,0,4,5,0,6.385172
0,1,0,0,1,1,0,0,0,1,0,8,5,0,6.608621
0,1,0,0,1,1,0,0,0,1,0,1,15,0,3.773438
0,1,0,0,1,1,0,0,0,1,0,2,15,0,6.313744
0,1,0,0,1,1,0,0,0,1,0,4,15,0,6.353277
0,1,0,0,1,1,0,0,0,1,0,8,15,0,6.527931
0,1,0,0,1,1,0,0,0,1,0,1,0,3,3.961984
0,1,0,0,1,1,0,0,0,1,0,2,0,3,6.306661
0,1,0,0,1,1,0,0,0,1,0,4,0,3,6.368222
0,1,0,0,1,1,0,0,0,1,0,8,0,3,6.45683
0,1,0,0,1,1,0,0,0,1,0,1,5,3,3.82346
0,1,0,0,1,1,0,0,0,1,0,2,5,3,6.417048
0,1,0,0,1,1,0,0,0,1,0,4,5,3,6.396552
0,1,0,0,1,1,0,0,0,1,0,8,5,3,6.354138
0,1,0,0,1,1,0,0,0,1,0,1,15,3,3.770493
0,1,0,0,1,1,0,0,0,1,0,2,15,3,6.423103
0,1,0,0,1,1,0,0,0,1,0,4,15,3,6.394483
0,1,0,0,1,1,0,0,0,1,0,8,15,3,6.375173
0,1,0,0,1,1,0,0,0,1,0,1,0,6,3.783089
0,1,0,0,1,1,0,0,0,1,0,2,0,6,6.397674
0,1,0,0,1,1,0,0,0,1,0,4,0,6,6.34363
0,1,0,0,1,1,0,0,0,1,0,8,0,6,6.284828
0,1,0,0,1,1,0,0,0,1,0,1,5,6,3.634347
0,1,0,0,1,1,0,0,0,1,0,2,5,6,6.340085
0,1,0,0,1,1,0,0,0,1,0,4,5,6,6.480689
0,1,0,0,1,1,0,0,0,1,0,8,5,6,6.312786
0,1,0,0,1,1,0,0,0,1,0,1,15,6,3.728802
0,1,0,0,1,1,0,0,0,1,0,2,15,6,6.447659
0,1,0,0,1,1,0,0,0,1,0,4,15,6,6.261452
0,1,0,0,1,1,0,0,0,1,0,8,15,6,6.377266
0,1,0,0,1,1,0,0,0,1,1,1,0,0,3.877881
0,1,0,0,1,1,0,0,0,1,1,2,0,0,6.304827
0,1,0,0,1,1,0,0,0,1,1,4,0,0,6.39069
0,1,0,0,1,1,0,0,0,1,1,8,0,0,6.394548
0,1,0,0,1,1,0,0,0,1,1,1,5,0,3.826512
0,1,0,0,1,1,0,0,0,1,1,2,5,0,6.441724
0,1,0,0,1,1,0,0,0,1,1,4,5,0,6.33595
0,1,0,0,1,1,0,0,0,1,1,8,5,0,6.480442
0,1,0,0,1,1,0,0,0,1,1,1,15,0,3.839194
0,1,0,0,1,1,0,0,0,1,1,2,15,0,6.399129
0,1,0,0,1,1,0,0,0,1,1,4,15,0,6.403103
0,1,0,0,1,1,0,0,0,1,1,8,15,0,6.435862
0,1,0,0,1,1,0,0,0,1,1,1,0,3,3.911138
0,1,0,0,1,1,0,0,0,1,1,2,0,3,6.423448
0,1,0,0,1,1,0,0,0,1,1,4,0,3,6.386697
0,1,0,0,1,1,0,0,0,1,1,8,0,3,6.409583
0,1,0,0,1,1,0,0,0,1,1,1,5,3,3.885346
0,1,0,0,1,1,0,0,0,1,1,2,5,3,6.236594
0,1,0,0,1,1,0,0,0,1,1,4,5,3,6.393448
0,1,0,0,1,1,0,0,0,1,1,8,5,3,6.330321
0,1,0,0,1,1,0,0,0,1,1,1,15,3,3.837787
0,1,0,0,1,1,0,0,0,1,1,2,15,3,6.378276
