opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,opt_unroll,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,Fixed-compile-cpu-
0,0,0,0,0,3,0,4,10,0,0,7.389415
0,0,0,0,0,4,0,4,10,0,0,7.76264
0,0,0,0,0,1,0,1,16,0,0,5.956552
0,0,0,0,0,2,0,1,16,0,0,8.571757
0,0,0,0,0,3,0,1,16,0,0,7.288
0,0,0,0,0,4,0,1,16,0,0,8.668148
0,0,0,0,0,1,0,2,16,0,0,5.774667
0,0,0,0,0,2,0,2,16,0,0,7.957369
0,0,0,0,0,3,0,2,16,0,0,8.916667
0,0,0,0,0,4,0,2,16,0,0,7.783831
0,0,0,0,0,1,0,3,16,0,0,5.753118
0,0,0,0,0,2,0,3,16,0,0,8.565185
0,0,0,0,0,3,0,3,16,0,0,7.65096
0,0,0,0,0,4,0,3,16,0,0,8.210296
0,0,0,0,0,1,0,4,16,0,0,6.819097
0,0,0,0,0,2,0,4,16,0,0,8.290714
0,0,0,0,0,3,0,4,16,0,0,7.39841
0,0,0,0,0,4,0,4,16,0,0,7.663212
0,0,0,0,0,1,0,1,20,0,0,6.033632
0,0,0,0,0,2,0,1,20,0,0,7.806694
0,0,0,0,0,3,0,1,20,0,0,7.754483
0,0,0,0,0,4,0,1,20,0,0,8.711852
0,0,0,0,0,1,0,2,20,0,0,6.129356
0,0,0,0,0,2,0,2,20,0,0,8.733333
0,0,0,0,0,3,0,2,20,0,0,7.584
0,0,0,0,0,4,0,2,20,0,0,7.833264
0,0,0,0,0,1,0,3,20,0,0,5.768538
0,0,0,0,0,2,0,3,20,0,0,8.185714
0,0,0,0,0,3,0,3,20,0,0,7.182923
0,0,0,0,0,4,0,3,20,0,0,7.922069
0,0,0,0,0,1,0,4,20,0,0,6.855
0,0,0,0,0,2,0,4,20,0,0,8.486428
0,0,0,0,0,3,0,4,20,0,0,8.0104
0,0,0,0,0,4,0,4,20,0,0,7.367665
0,0,0,0,0,1,0,1,32,0,0,5.824138
0,0,0,0,0,2,0,1,32,0,0,8.05375
0,0,0,0,0,3,0,1,32,0,0,7.470805
0,0,0,0,0,4,0,1,32,0,0,8.748148
0,0,0,0,0,1,0,2,32,0,0,6.041931
0,0,0,0,0,2,0,2,32,0,0,8.58164
0,0,0,0,0,3,0,2,32,0,0,7.516581
0,0,0,0,0,4,0,2,32,0,0,7.433939
0,0,0,0,0,1,0,3,32,0,0,5.8
0,0,0,0,0,2,0,3,32,0,0,8.096094
0,0,0,0,0,3,0,3,32,0,0,7.433833
0,0,0,0,0,4,0,3,32,0,0,7.972423
0,0,0,0,0,1,0,4,32,0,0,5.760645
0,0,0,0,0,2,0,4,32,0,0,7.54184
0,0,0,0,0,3,0,4,32,0,0,7.631114
0,0,0,0,0,4,0,4,32,0,0,7.310168
0,0,0,0,0,1,0,1,64,0,0,5.931035
0,0,0,0,0,2,0,1,64,0,0,8.559038
0,0,0,0,0,3,0,1,64,0,0,7.378138
0,0,0,0,0,4,0,1,64,0,0,8.623704
0,0,0,0,0,1,0,2,64,0,0,6.022069
0,0,0,0,0,2,0,2,64,0,0,8.472189
0,0,0,0,0,3,0,2,64,0,0,7.463935
0,0,0,0,0,4,0,2,64,0,0,7.390909
0,0,0,0,0,1,0,3,64,0,0,5.854667
0,0,0,0,0,2,0,3,64,0,0,8.514074
0,0,0,0,0,3,0,3,64,0,0,7.134839
0,0,0,0,0,4,0,3,64,0,0,8.361872
0,0,0,0,0,1,0,4,64,0,0,6.272458
0,0,0,0,0,2,0,4,64,0,0,7.951467
0,0,0,0,0,3,0,4,64,0,0,7.716985
0,0,0,0,0,4,0,4,64,0,0,7.604713
0,0,0,0,0,1,0,1,128,0,0,5.94069
0,0,0,0,0,2,0,1,128,0,0,7.792824
0,0,0,0,0,3,0,1,128,0,0,7.456759
0,0,0,0,0,4,0,1,128,0,0,8.56963
0,0,0,0,0,1,0,2,128,0,0,5.919118
0,0,0,0,0,2,0,2,128,0,0,7.983165
0,0,0,0,0,3,0,2,128,0,0,7.524667
0,0,0,0,0,4,0,2,128,0,0,8.07961
0,0,0,0,0,1,0,3,128,0,0,5.686323
0,0,0,0,0,2,0,3,128,0,0,7.418182
0,0,0,0,0,3,0,3,128,0,0,7.933187
0,0,0,0,0,4,0,3,128,0,0,8.148645
0,0,0,0,0,1,0,4,128,0,0,5.987312
0,0,0,0,0,2,0,4,128,0,0,8.232143
0,0,0,0,0,3,0,4,128,0,0,7.27767
0,0,0,0,0,4,0,4,128,0,0,7.457734
0,0,0,0,0,1,0,1,0,8,0,6.044785
0,0,0,0,0,2,0,1,0,8,0,8.042815
0,0,0,0,0,3,0,1,0,8,0,7.401497
0,0,0,0,0,4,0,1,0,8,0,8.040476
0,0,0,0,0,1,0,2,0,8,0,6.044575
0,0,0,0,0,2,0,2,0,8,0,7.942983
0,0,0,0,0,3,0,2,0,8,0,7.535698
0,0,0,0,0,4,0,2,0,8,0,8.268571
0,0,0,0,0,1,0,3,0,8,0,6.905
0,0,0,0,0,2,0,3,0,8,0,7.907471
0,0,0,0,0,3,0,3,0,8,0,7.787925
0,0,0,0,0,4,0,3,0,8,0,7.922333
0,0,0,0,0,1,0,4,0,8,0,6.545905
0,0,0,0,0,2,0,4,0,8,0,7.496375
0,0,0,0,0,3,0,4,0,8,0,7.302214
0,0,0,0,0,4,0,4,0,8,0,7.715333
0,0,0,0,0,1,0,1,8,8,0,6.439286
0,0,0,0,0,2,0,1,8,8,0,8.986185
0,0,0,0,0,3,0,1,8,8,0,7.968744
0,0,0,0,0,4,0,1,8,8,0,8.109776
0,0,0,0,0,1,0,2,8,8,0,5.755508
0,0,0,0,0,2,0,2,8,8,0,7.66
0,0,0,0,0,3,0,2,8,8,0,8.177241
0,0,0,0,0,4,0,2,8,8,0,7.997731
0,0,0,0,0,1,0,3,8,8,0,6.017931
0,0,0,0,0,2,0,3,8,8,0,8.228602
0,0,0,0,0,3,0,3,8,8,0,7.666215
0,0,0,0,0,4,0,3,8,8,0,7.456639
0,0,0,0,0,1,0,4,8,8,0,5.592339
0,0,0,0,0,2,0,4,8,8,0,8.055623
0,0,0,0,0,3,0,4,8,8,0,8.561532
0,0,0,0,0,4,0,4,8,8,0,8.026453
0,0,0,0,0,1,0,1,10,8,0,6.036182
0,0,0,0,0,2,0,1,10,8,0,8.185806
0,0,0,0,0,3,0,1,10,8,0,7.298529
0,0,0,0,0,4,0,1,10,8,0,9.011539
0,0,0,0,0,1,0,2,10,8,0,6.311502
0,0,0,0,0,2,0,2,10,8,0,8.166973
0,0,0,0,0,3,0,2,10,8,0,8.011655
0,0,0,0,0,4,0,2,10,8,0,7.720625
0,0,0,0,0,1,0,3,10,8,0,6.086207
0,0,0,0,0,2,0,3,10,8,0,8.364699
0,0,0,0,0,3,0,3,10,8,0,7.414
0,0,0,0,0,4,0,3,10,8,0,8.20645
0,0,0,0,0,1,0,4,10,8,0,5.476624
0,0,0,0,0,2,0,4,10,8,0,7.886667
0,0,0,0,0,3,0,4,10,8,0,7.932414
0,0,0,0,0,4,0,4,10,8,0,7.909892
0,0,0,0,0,1,0,1,16,8,0,6.239926
0,0,0,0,0,2,0,1,16,8,0,9.1
0,0,0,0,0,3,0,1,16,8,0,7.659218
0,0,0,0,0,4,0,1,16,8,0,8.796291
0,0,0,0,0,1,0,2,16,8,0,5.935696
0,0,0,0,0,2,0,2,16,8,0,8.21268
0,0,0,0,0,3,0,2,16,8,0,7.728519
0,0,0,0,0,4,0,2,16,8,0,7.781875
0,0,0,0,0,1,0,3,16,8,0,5.910602
0,0,0,0,0,2,0,3,16,8,0,9.114615
0,0,0,0,0,3,0,3,16,8,0,7.624
0,0,0,0,0,4,0,3,16,8,0,7.798494
0,0,0,0,0,1,0,4,16,8,0,6.153667
0,0,0,0,0,2,0,4,16,8,0,7.852517
0,0,0,0,0,3,0,4,16,8,0,7.904312
0,0,0,0,0,4,0,4,16,8,0,8.110715
0,0,0,0,0,1,0,1,20,8,0,6.084975
0,0,0,0,0,2,0,1,20,8,0,8.333201
0,0,0,0,0,3,0,1,20,8,0,7.634445
0,0,0,0,0,4,0,1,20,8,0,8.860627
0,0,0,0,0,1,0,2,20,8,0,6.167045
0,0,0,0,0,2,0,2,20,8,0,8.370532
0,0,0,0,0,3,0,2,20,8,0,8.392857
0,0,0,0,0,4,0,2,20,8,0,8.082581
0,0,0,0,0,1,0,3,20,8,0,6.052184
0,0,0,0,0,2,0,3,20,8,0,8.587156
0,0,0,0,0,3,0,3,20,8,0,7.914414
0,0,0,0,0,4,0,3,20,8,0,8.134598
0,0,0,0,0,1,0,4,20,8,0,6.114
0,0,0,0,0,2,0,4,20,8,0,8.819861
0,0,0,0,0,3,0,4,20,8,0,7.795333
0,0,0,0,0,4,0,4,20,8,0,8.086688
0,0,0,0,0,1,0,1,32,8,0,5.850813
0,0,0,0,0,2,0,1,32,8,0,8.184516
0,0,0,0,0,3,0,1,32,8,0,7.965126
0,0,0,0,0,4,0,1,32,8,0,8.748759
0,0,0,0,0,1,0,2,32,8,0,6.135172
0,0,0,0,0,2,0,2,32,8,0,8.13871
0,0,0,0,0,3,0,2,32,8,0,7.94
0,0,0,0,0,4,0,2,32,8,0,7.71875
0,0,0,0,0,1,0,3,32,8,0,5.889448
0,0,0,0,0,2,0,3,32,8,0,8.65192
0,0,0,0,0,3,0,3,32,8,0,7.390667
0,0,0,0,0,4,0,3,32,8,0,8.459286
0,0,0,0,0,1,0,4,32,8,0,6.549356
0,0,0,0,0,2,0,4,32,8,0,7.639375
0,0,0,0,0,3,0,4,32,8,0,7.572989
0,0,0,0,0,4,0,4,32,8,0,7.649412
0,0,0,0,0,1,0,1,64,8,0,6.027414
0,0,0,0,0,2,0,1,64,8,0,8.479454
0,0,0,0,0,3,0,1,64,8,0,7.994328
0,0,0,0,0,4,0,1,64,8,0,8.371365
0,0,0,0,0,1,0,2,64,8,0,6.10202
0,0,0,0,0,2,0,2,64,8,0,8.185806
0,0,0,0,0,3,0,2,64,8,0,7.355429
0,0,0,0,0,4,0,2,64,8,0,7.884926
0,0,0,0,0,1,0,3,64,8,0,5.753609
0,0,0,0,0,2,0,3,64,8,0,8.775128
0,0,0,0,0,3,0,3,64,8,0,7.888667
0,0,0,0,0,4,0,3,64,8,0,8.425
0,0,0,0,0,1,0,4,64,8,0,6.695817
0,0,0,0,0,2,0,4,64,8,0,8.737037
0,0,0,0,0,3,0,4,64,8,0,7.475333
0,0,0,0,0,4,0,4,64,8,0,7.581671
0,0,0,0,0,1,0,1,128,8,0,5.810581
0,0,0,0,0,2,0,1,128,8,0,8.378313
0,0,0,0,0,3,0,1,128,8,0,7.848571
0,0,0,0,0,4,0,1,128,8,0,9.017692
0,0,0,0,0,1,0,2,128,8,0,6.152414
0,0,0,0,0,2,0,2,128,8,0,7.865806
0,0,0,0,0,3,0,2,128,8,0,7.993103
0,0,0,0,0,4,0,2,128,8,0,7.728125
0,0,0,0,0,1,0,3,128,8,0,6.211494
0,0,0,0,0,2,0,3,128,8,0,8.598518
0,0,0,0,0,3,0,3,128,8,0,7.744667
0,0,0,0,0,4,0,3,128,8,0,8.370714
0,0,0,0,0,1,0,4,128,8,0,6.310333
0,0,0,0,0,2,0,4,128,8,0,7.79331
0,0,0,0,0,3,0,4,128,8,0,7.439333
0,0,0,0,0,4,0,4,128,8,0,7.791734
0,0,0,0,0,1,0,1,0,10,0,6.224851
0,0,0,0,0,2,0,1,0,10,0,8.492143
0,0,0,0,0,3,0,1,0,10,0,7.769781
0,0,0,0,0,4,0,1,0,10,0,7.900672
0,0,0,0,0,1,0,2,0,10,0,5.937241
0,0,0,0,0,2,0,2,0,10,0,7.763177
0,0,0,0,0,3,0,2,0,10,0,7.987765
0,0,0,0,0,4,0,2,0,10,0,7.368168
0,0,0,0,0,1,0,3,0,10,0,6.595667
0,0,0,0,0,2,0,3,0,10,0,7.653103
0,0,0,0,0,3,0,3,0,10,0,7.810186
0,0,0,0,0,4,0,3,0,10,0,7.566
0,0,0,0,0,1,0,4,0,10,0,5.865075
0,0,0,0,0,2,0,4,0,10,0,7.428667
0,0,0,0,0,3,0,4,0,10,0,7.161687
0,0,0,0,0,4,0,4,0,10,0,7.558524
0,0,0,0,0,1,0,1,8,10,0,5.865714
0,0,0,0,0,2,0,1,8,10,0,8.342624
0,0,0,0,0,3,0,1,8,10,0,7.661849
0,0,0,0,0,4,0,1,8,10,0,8.102903
0,0,0,0,0,1,0,2,8,10,0,5.592064
0,0,0,0,0,2,0,2,8,10,0,7.84
0,0,0,0,0,3,0,2,8,10,0,7.855586
0,0,0,0,0,4,0,2,8,10,0,7.901389
0,0,0,0,0,1,0,3,8,10,0,6.047586
0,0,0,0,0,2,0,3,8,10,0,8.53037
0,0,0,0,0,3,0,3,8,10,0,7.343333
0,0,0,0,0,4,0,3,8,10,0,8.352143
0,0,0,0,0,1,0,4,8,10,0,5.717474
0,0,0,0,0,2,0,4,8,10,0,7.750625
0,0,0,0,0,3,0,4,8,10,0,8.302167
0,0,0,0,0,4,0,4,8,10,0,8.033695
0,0,0,0,0,1,0,1,10,10,0,6.403571
0,0,0,0,0,2,0,1,10,10,0,8.693537
0,0,0,0,0,3,0,1,10,10,0,7.939454
0,0,0,0,0,4,0,1,10,10,0,8.609132
0,0,0,0,0,1,0,2,10,10,0,6.007944
0,0,0,0,0,2,0,2,10,10,0,7.658125
0,0,0,0,0,3,0,2,10,10,0,8.004828
0,0,0,0,0,4,0,2,10,10,0,7.856875
0,0,0,0,0,1,0,3,10,10,0,6.201287
0,0,0,0,0,2,0,3,10,10,0,8.848702
0,0,0,0,0,3,0,3,10,10,0,7.648
0,0,0,0,0,4,0,3,10,10,0,8.028485
0,0,0,0,0,1,0,4,10,10,0,5.534108
0,0,0,0,0,2,0,4,10,10,0,7.965
0,0,0,0,0,3,0,4,10,10,0,8.082833
0,0,0,0,0,4,0,4,10,10,0,8.124418
0,0,0,0,0,1,0,1,16,10,0,6.585
0,0,0,0,0,2,0,1,16,10,0,8.074366
0,0,0,0,0,3,0,1,16,10,0,8.104138
0,0,0,0,0,4,0,1,16,10,0,7.731875
0,0,0,0,0,1,0,2,16,10,0,6.292713
0,0,0,0,0,2,0,2,16,10,0,8.39531
0,0,0,0,0,3,0,2,16,10,0,7.874483
0,0,0,0,0,4,0,2,16,10,0,7.64875
0,0,0,0,0,1,0,3,16,10,0,5.809655
0,0,0,0,0,2,0,3,16,10,0,7.738125
0,0,0,0,0,3,0,3,16,10,0,7.847833
0,0,0,0,0,4,0,3,16,10,0,8.173571
0,0,0,0,0,1,0,4,16,10,0,6.458333
0,0,0,0,0,2,0,4,16,10,0,7.493693
0,0,0,0,0,3,0,4,16,10,0,7.625613
0,0,0,0,0,4,0,4,16,10,0,8.015714
0,0,0,0,0,1,0,1,20,10,0,6.25064
0,0,0,0,0,2,0,1,20,10,0,8.409305
0,0,0,0,0,3,0,1,20,10,0,7.476978
0,0,0,0,0,4,0,1,20,10,0,9.079231
0,0,0,0,0,1,0,2,20,10,0,6.139155
0,0,0,0,0,2,0,2,20,10,0,8.125112
0,0,0,0,0,3,0,2,20,10,0,7.926207
0,0,0,0,0,4,0,2,20,10,0,8.017308
0,0,0,0,0,1,0,3,20,10,0,6.056069
0,0,0,0,0,2,0,3,20,10,0,8.949202
0,0,0,0,0,3,0,3,20,10,0,7.654667
0,0,0,0,0,4,0,3,20,10,0,8.507857
0,0,0,0,0,1,0,4,20,10,0,5.851103
0,0,0,0,0,2,0,4,20,10,0,7.525095
0,0,0,0,0,3,0,4,20,10,0,7.593651
0,0,0,0,0,4,0,4,20,10,0,7.743825
0,0,0,0,0,1,0,1,32,10,0,5.474358
0,0,0,0,0,2,0,1,32,10,0,7.984516
0,0,0,0,0,3,0,1,32,10,0,7.899594
0,0,0,0,0,4,0,1,32,10,0,7.891371
0,0,0,0,0,1,0,2,32,10,0,6.234713
0,0,0,0,0,2,0,2,32,10,0,8.464864
0,0,0,0,0,3,0,2,32,10,0,7.933103
0,0,0,0,0,4,0,2,32,10,0,7.860347
0,0,0,0,0,1,0,3,32,10,0,5.800805
0,0,0,0,0,2,0,3,32,10,0,7.922593
0,0,0,0,0,3,0,3,32,10,0,8.0222
0,0,0,0,0,4,0,3,32,10,0,8.187857
0,0,0,0,0,1,0,4,32,10,0,6.337667
0,0,0,0,0,2,0,4,32,10,0,8.440814
0,0,0,0,0,3,0,4,32,10,0,7.804
0,0,0,0,0,4,0,4,32,10,0,7.775931
0,0,0,0,0,1,0,1,64,10,0,6.15772
0,0,0,0,0,2,0,1,64,10,0,8.116625
0,0,0,0,0,3,0,1,64,10,0,8.239335
0,0,0,0,0,4,0,1,64,10,0,7.904113
0,0,0,0,0,1,0,2,64,10,0,6.192437
0,0,0,0,0,2,0,2,64,10,0,8.619925
0,0,0,0,0,3,0,2,64,10,0,7.751724
0,0,0,0,0,4,0,2,64,10,0,7.846134
0,0,0,0,0,1,0,3,64,10,0,6.017648
0,0,0,0,0,2,0,3,64,10,0,8.579259
0,0,0,0,0,3,0,3,64,10,0,7.305699
0,0,0,0,0,4,0,3,64,10,0,8.177857
0,0,0,0,0,1,0,4,64,10,0,6.33
0,0,0,0,0,2,0,4,64,10,0,8.091412
0,0,0,0,0,3,0,4,64,10,0,7.398667
0,0,0,0,0,4,0,4,64,10,0,7.97834
0,0,0,0,0,1,0,1,128,10,0,6.164286
0,0,0,0,0,2,0,1,128,10,0,8.682258
0,0,0,0,0,3,0,1,128,10,0,8.007759
0,0,0,0,0,4,0,1,128,10,0,7.884415
0,0,0,0,0,1,0,2,128,10,0,6.01846
0,0,0,0,0,2,0,2,128,10,0,8.578139
0,0,0,0,0,3,0,2,128,10,0,7.866897
0,0,0,0,0,4,0,2,128,10,0,8.212112
0,0,0,0,0,1,0,3,128,10,0,5.748161
0,0,0,0,0,2,0,3,128,10,0,7.880069
0,0,0,0,0,3,0,3,128,10,0,7.53
0,0,0,0,0,4,0,3,128,10,0,8.022635
0,0,0,0,0,1,0,4,128,10,0,6.984667
0,0,0,0,0,2,0,4,128,10,0,8.537763
0,0,0,0,0,3,0,4,128,10,0,7.628559
0,0,0,0,0,4,0,4,128,10,0,7.550476
0,0,0,0,0,1,0,1,0,16,0,6.394926
0,0,0,0,0,2,0,1,0,16,0,7.96
0,0,0,0,0,3,0,1,0,16,0,7.300645
0,0,0,0,0,4,0,1,0,16,0,7.539538
0,0,0,0,0,1,0,2,0,16,0,6.237632
0,0,0,0,0,2,0,2,0,16,0,7.48437
0,0,0,0,0,3,0,2,0,16,0,7.546452
0,0,0,0,0,4,0,2,0,16,0,7.939454
0,0,0,0,0,1,0,3,0,16,0,6.647782
0,0,0,0,0,2,0,3,0,16,0,7.790345
0,0,0,0,0,3,0,3,0,16,0,7.457177
0,0,0,0,0,4,0,3,0,16,0,7.502
0,0,0,0,0,1,0,4,0,16,0,7.165323
0,0,0,0,0,2,0,4,0,16,0,7.879833
0,0,0,0,0,3,0,4,0,16,0,8.055812
0,0,0,0,0,4,0,4,0,16,0,7.444194
0,0,0,0,0,1,0,1,8,16,0,6.238547
0,0,0,0,0,2,0,1,8,16,0,8.70243
0,0,0,0,0,3,0,1,8,16,0,7.968202
0,0,0,0,0,4,0,1,8,16,0,9.098462
0,0,0,0,0,1,0,2,8,16,0,5.883379
0,0,0,0,0,2,0,2,8,16,0,8.272605
0,0,0,0,0,3,0,2,8,16,0,7.896039
0,0,0,0,0,4,0,2,8,16,0,7.884583
0,0,0,0,0,1,0,3,8,16,0,6.026759
0,0,0,0,0,2,0,3,8,16,0,8.2767
0,0,0,0,0,3,0,3,8,16,0,7.535333
0,0,0,0,0,4,0,3,8,16,0,8.501429
0,0,0,0,0,1,0,4,8,16,0,5.598
0,0,0,0,0,2,0,4,8,16,0,7.737689
0,0,0,0,0,3,0,4,8,16,0,7.462667
0,0,0,0,0,4,0,4,8,16,0,8.28
0,0,0,0,0,1,0,1,10,16,0,5.743012
0,0,0,0,0,2,0,1,10,16,0,8.3
0,0,0,0,0,3,0,1,10,16,0,7.803655
0,0,0,0,0,4,0,1,10,16,0,8.165807
0,0,0,0,0,1,0,2,10,16,0,6.044211
0,0,0,0,0,2,0,2,10,16,0,7.870968
0,0,0,0,0,3,0,2,10,16,0,7.945517
0,0,0,0,0,4,0,2,10,16,0,7.7025
0,0,0,0,0,1,0,3,10,16,0,6.006184
0,0,0,0,0,2,0,3,10,16,0,8.32641
0,0,0,0,0,3,0,3,10,16,0,8.059104
0,0,0,0,0,4,0,3,10,16,0,8.688148
0,0,0,0,0,1,0,4,10,16,0,5.528516
0,0,0,0,0,2,0,4,10,16,0,8.460856
0,0,0,0,0,3,0,4,10,16,0,7.588194
0,0,0,0,0,4,0,4,10,16,0,8.089064
0,0,0,0,0,1,0,1,16,16,0,6.3383
0,0,0,0,0,2,0,1,16,16,0,8.534952
0,0,0,0,0,3,0,1,16,16,0,7.820621
0,0,0,0,0,4,0,1,16,16,0,7.8867
0,0,0,0,0,1,0,2,16,16,0,5.972414
0,0,0,0,0,2,0,2,16,16,0,8.137419
0,0,0,0,0,3,0,2,16,16,0,7.793057
0,0,0,0,0,4,0,2,16,16,0,7.910856
0,0,0,0,0,1,0,3,16,16,0,5.951494
0,0,0,0,0,2,0,3,16,16,0,8.081273
0,0,0,0,0,3,0,3,16,16,0,7.776167
0,0,0,0,0,4,0,3,16,16,0,7.319034
0,0,0,0,0,1,0,4,16,16,0,5.713871
0,0,0,0,0,2,0,4,16,16,0,8.242691
0,0,0,0,0,3,0,4,16,16,0,8.160834
0,0,0,0,0,4,0,4,16,16,0,8.219655
0,0,0,0,0,1,0,1,20,16,0,6.205788
0,0,0,0,0,2,0,1,20,16,0,8.457183
0,0,0,0,0,3,0,1,20,16,0,7.963621
0,0,0,0,0,4,0,1,20,16,0,8.555509
0,0,0,0,0,1,0,2,20,16,0,5.851658
0,0,0,0,0,2,0,2,20,16,0,7.99156
0,0,0,0,0,3,0,2,20,16,0,7.892414
0,0,0,0,0,4,0,2,20,16,0,7.716875
0,0,0,0,0,1,0,3,20,16,0,6.119149
0,0,0,0,0,2,0,3,20,16,0,8.538889
0,0,0,0,0,3,0,3,20,16,0,7.536602
0,0,0,0,0,4,0,3,20,16,0,7.870336
0,0,0,0,0,1,0,4,20,16,0,5.8
0,0,0,0,0,2,0,4,20,16,0,8.460344
0,0,0,0,0,3,0,4,20,16,0,7.555123
0,0,0,0,0,4,0,4,20,16,0,7.707759
0,0,0,0,0,1,0,1,32,16,0,6.137414
0,0,0,0,0,2,0,1,32,16,0,8.33938
0,0,0,0,0,3,0,1,32,16,0,7.868842
0,0,0,0,0,4,0,1,32,16,0,8.295915
0,0,0,0,0,1,0,2,32,16,0,6.06069
0,0,0,0,0,2,0,2,32,16,0,8.056774
0,0,0,0,0,3,0,2,32,16,0,7.596571
0,0,0,0,0,4,0,2,32,16,0,7.837137
0,0,0,0,0,1,0,3,32,16,0,5.943149
0,0,0,0,0,2,0,3,32,16,0,8.172477
0,0,0,0,0,3,0,3,32,16,0,7.391333
0,0,0,0,0,4,0,3,32,16,0,8.126051
0,0,0,0,0,1,0,4,32,16,0,5.794667
0,0,0,0,0,2,0,4,32,16,0,7.659375
0,0,0,0,0,3,0,4,32,16,0,7.841817
0,0,0,0,0,4,0,4,32,16,0,8.210296
0,0,0,0,0,1,0,1,64,16,0,5.852674
0,0,0,0,0,2,0,1,64,16,0,8.771836
0,0,0,0,0,3,0,1,64,16,0,7.646105
0,0,0,0,0,4,0,1,64,16,0,8.3945
0,0,0,0,0,1,0,2,64,16,0,5.746844
0,0,0,0,0,2,0,2,64,16,0,8.683226
0,0,0,0,0,3,0,2,64,16,0,7.844828
0,0,0,0,0,4,0,2,64,16,0,7.970769
0,0,0,0,0,1,0,3,64,16,0,5.725978
0,0,0,0,0,2,0,3,64,16,0,8.167523
0,0,0,0,0,3,0,3,64,16,0,8.0715
0,0,0,0,0,4,0,3,64,16,0,8.379286
0,0,0,0,0,1,0,4,64,16,0,5.586
0,0,0,0,0,2,0,4,64,16,0,8.441481
0,0,0,0,0,3,0,4,64,16,0,7.874333
0,0,0,0,0,4,0,4,64,16,0,7.922576
0,0,0,0,0,1,0,1,128,16,0,5.973473
0,0,0,0,0,2,0,1,128,16,0,8.334218
0,0,0,0,0,3,0,1,128,16,0,7.523626
0,0,0,0,0,4,0,1,128,16,0,8.657608
0,0,0,0,0,1,0,2,128,16,0,6.325517
0,0,0,0,0,2,0,2,128,16,0,8.210124
0,0,0,0,0,3,0,2,128,16,0,7.930345
0,0,0,0,0,4,0,2,128,16,0,7.809375
0,0,0,0,0,1,0,3,128,16,0,5.936529
0,0,0,0,0,2,0,3,128,16,0,8.127037
