journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,ssl,networkCompression,networkCompressionSnappy,networkCompressionZlib,wireObjectCheck,dataCompression,dataCompressionSnappy,dataCompressionZlib,indexPrefixCompression,journalCommitInterval,CacheSize,Cpu-
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.512,32.029187
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.512,30.270876
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.512,30.516073
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0.512,30.195136
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.024,37.951892
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.024,34.080984
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.024,30.545011
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.024,30.009262
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.024,29.916445
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1.024,30.191642
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.048,37.610537
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.048,32.956437
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.048,31.043117
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.048,30.64826
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.048,29.982739
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2.048,29.733747
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.096,37.350052
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.096,33.833992
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.096,30.993293
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.096,30.597211
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.096,30.030873
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4.096,32.358668
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.256,37.90284
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.256,33.480542
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.256,30.791275
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.256,30.383596
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.256,30.336084
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,0.256,30.213899
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.512,38.289157
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.512,34.278385
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.512,31.190438
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.512,30.653877
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.512,31.182922
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,0.512,30.592112
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.024,37.394084
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1.024,34.422839
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1.024,31.400243
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,1.024,31.267884
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,1.024,30.452764
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1.024,30.34147
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.048,37.945415
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2.048,34.957326
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,2.048,31.257087
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2.048,31.408916
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,2.048,30.931326
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,2.048,30.686637
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.096,38.298847
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4.096,34.009427
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,4.096,31.443377
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,4.096,30.087911
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,4.096,31.139606
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4.096,30.377931
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.256,44.565766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.256,40.114416
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0.256,36.165877
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0.256,34.819559
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,0.256,35.215359
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0.256,34.675697
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.512,43.024108
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.512,39.921283
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0.512,36.271469
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0.512,34.276766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,0.512,35.228396
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0.512,34.510656
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.024,44.666134
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1.024,40.584082
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,1.024,35.978131
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,1.024,35.595381
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,1.024,35.089021
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1.024,35.526967
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.048,44.736286
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2.048,40.593812
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,2.048,36.448105
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,2.048,35.681106
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,2.048,35.368218
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,2.048,34.91703
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.096,44.634054
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4.096,40.442088
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,4.096,36.439993
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,4.096,35.611766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,4.096,35.499717
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,4.096,36.853744
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.256,43.858727
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.256,39.828672
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0.256,35.752435
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0.256,34.721672
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0.256,35.260946
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0.256,34.540783
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.512,44.569281
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.512,39.941947
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0.512,37.966419
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0.512,35.169752
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0.512,35.248832
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0.512,34.32558
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.024,44.508723
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1.024,40.074951
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,1.024,35.755256
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,1.024,35.142573
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,1.024,35.588102
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,1.024,34.262483
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.048,44.770995
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,2.048,41.127034
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,2.048,36.562291
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,2.048,36.288609
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,2.048,36.026289
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,2.048,34.764483
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.096,45.501841
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,4.096,41.338442
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,4.096,36.642055
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,4.096,36.052608
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,4.096,35.226254
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,4.096,35.855639
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.256,37.846997
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.256,34.531258
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.256,31.197999
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.256,30.71057
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0.256,30.841772
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0.256,30.604334
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.512,37.824061
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.512,34.203769
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.512,30.860463
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.512,30.81784
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0.512,30.883539
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0.512,30.315227
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.024,37.787791
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1.024,34.249986
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1.024,30.899108
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1.024,31.011122
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,1.024,30.459611
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1.024,30.767808
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.048,37.897705
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2.048,34.252864
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2.048,31.014067
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2.048,31.344038
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,2.048,29.982788
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,2.048,30.998689
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.096,37.752559
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4.096,34.804925
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,4.096,31.597086
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,4.096,28.653921
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,4.096,33.159717
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4.096,30.177467
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.256,43.697922
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.256,39.860111
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0.256,35.645314
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0.256,35.277182
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,0.256,34.171758
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0.256,34.26608
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.512,43.832716
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.512,39.117731
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0.512,35.007271
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0.512,36.088029
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,0.512,34.586789
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0.512,34.079236
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.024,43.961739
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1.024,39.425272
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,1.024,35.428586
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,1.024,34.956621
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,1.024,34.710268
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,1.024,34.398847
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.048,43.951806
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,2.048,39.676132
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,2.048,35.935704
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,2.048,34.740289
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,2.048,34.753904
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,2.048,33.990958
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.096,43.975839
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,4.096,39.679148
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,4.096,35.623037
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,4.096,35.282481
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,4.096,35.09046
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,4.096,34.477758
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.256,38.74018
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.256,34.010081
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0.256,31.124043
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.256,33.149643
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0.256,30.153762
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0.256,30.400789
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.512,38.118498
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.512,33.898878
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0.512,30.765572
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.512,29.182025
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0.512,30.14391
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0.512,29.625218
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.024,37.76195
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1.024,34.011462
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,1.024,30.686654
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,1.024,30.928989
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,1.024,30.576856
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,1.024,30.678416
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.048,37.817088
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.048,34.36055
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,2.048,31.4494
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,2.048,30.706162
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,2.048,30.032777
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,2.048,30.66821
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.096,37.942521
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,4.096,34.729574
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,4.096,30.75527
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.096,30.706037
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,4.096,29.879144
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,4.096,30.189504
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.256,44.697138
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0.256,40.609943
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,0.256,35.567802
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,0.256,35.129244
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,0.256,35.247693
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0.256,33.969765
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.512,44.442883
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0.512,41.171962
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,0.512,35.782403
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,0.512,35.043547
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,0.512,34.453453
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0.512,34.767089
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.024,44.381945
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,1.024,40.374235
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,1.024,36.107521
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,1.024,35.305315
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,1.024,35.459069
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,1.024,34.170683
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2.048,44.634018
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,2.048,39.780733
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,2.048,35.811637
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,2.048,37.140629
